song_id,song_title,artist_band,duration,spotify_url,spotify_uri
01DFjwPmuWMORlAtRBeGRo,Perpekto,Dong Abay,4:51,https://open.spotify.com/track/01DFjwPmuWMORlAtRBeGRo,spotify:track:01DFjwPmuWMORlAtRBeGRo
3heMuN4WULPBMWg1GMSKlY,Mottaka,Queso,5:04,https://open.spotify.com/track/3heMuN4WULPBMWg1GMSKlY,spotify:track:3heMuN4WULPBMWg1GMSKlY
446K42METC60yDWBBeNtET,Fedup,Talata,3:53,https://open.spotify.com/track/446K42METC60yDWBBeNtET,spotify:track:446K42METC60yDWBBeNtET
5QnQHdB1xyzlHp5iznXnD7,Killers,Philia,4:44,https://open.spotify.com/track/5QnQHdB1xyzlHp5iznXnD7,spotify:track:5QnQHdB1xyzlHp5iznXnD7
5Io7cgcItloQHO4FDLA6vz,Onyx,Saydie,4:11,https://open.spotify.com/track/5Io7cgcItloQHO4FDLA6vz,spotify:track:5Io7cgcItloQHO4FDLA6vz
0W1BMM1ic83Nc5dWwWyFAe,Kiss-a-Me,Agaw Agimat,4:15,https://open.spotify.com/track/0W1BMM1ic83Nc5dWwWyFAe,spotify:track:0W1BMM1ic83Nc5dWwWyFAe
2KwtqjpVFO2OhBz8x5qiTm,Heart Calling,SinoSikat?,4:21,https://open.spotify.com/track/2KwtqjpVFO2OhBz8x5qiTm,spotify:track:2KwtqjpVFO2OhBz8x5qiTm
5gFbCgsGdXO8L89YmS71sV,Tabi,Paraluman,4:02,https://open.spotify.com/track/5gFbCgsGdXO8L89YmS71sV,spotify:track:5gFbCgsGdXO8L89YmS71sV
25TYShLvT1kd9RTRTIXBV3,Paglisan,Color It Red,5:19,https://open.spotify.com/track/6Z7O4VcqTgDixCTgmLUxxx,spotify:track:25TYShLvT1kd9RTRTIXBV3
6FT35oVqQZFiTPL9BLmHOH,Tayo Lang Ang May Alam,Peryodiko,4:52,https://open.spotify.com/track/6FT35oVqQZFiTPL9BLmHOH,spotify:track:6FT35oVqQZFiTPL9BLmHOH
